"","x"
"131",0.915732957508889
"132",0.92052273758868
"133",0.922480625654061
"134",0.915830844136872
"135",0.917302037059958
"136",0.916865077649761
"137",0.917905245745763
"138",0.916070348524086
"139",0.918706809507787
"140",0.92046302559997
"141",0.918486999188813
"142",0.913620278255824
"143",0.916625049043917
"144",0.920875640838779
"145",0.923609628576032
"146",0.918591970497522
"147",0.916396006110427
"148",0.919641516955574
"149",0.92046665989953
"150",0.91739497646409
"151",0.916950922439635
"152",0.916047019541829
"153",0.916362080060186
"154",0.918223285132594
"155",0.915163017036316
"156",0.915363806559099
"157",0.917540781038417
"158",0.918195092536889
"159",0.915947981066543
"160",0.919607900795362
"161",0.920756096302502
"162",0.917742959624531
"163",0.917034568775253
"164",0.918146559608131
"165",0.919321426704133
"166",0.91498879560916
"167",0.917146656135407
"168",0.916451655427991
"169",0.922695460114733
"170",0.918941115975361
"171",0.917411670898724
"172",0.91955731224443
"173",0.914774794042945
"174",0.917756442047322
"175",0.917230341630779
"176",0.919449802654609
"177",0.921310758153921
"178",0.917657063700183
"179",0.91791239392125
"180",0.92020733777944
"181",0.916735882458364
"182",0.916689273603845
"183",0.921423183384584
"184",0.91707489113808
"185",0.918767137749547
"186",0.917617349776158
"187",0.918591756283048
"188",0.916409363011902
"189",0.918436093691814
"190",0.917118490466372
"191",0.918047880738636
"192",0.917443062264506
"193",0.916769014216613
"194",0.918430837345086
"195",0.913189082225135
"196",0.918491815259455
"197",0.917507093850007
"198",0.917820680436798
"199",0.914151747623372
"200",0.91598013695559
"201",0.91672492522651
"202",0.916952067254534
"203",0.912971572624624
"204",0.915759248367455
"205",0.916295370441093
"206",0.919200248605359
"207",0.91853011634165
"208",0.917680738399254
"209",0.920135789680724
"210",0.917258174075548
"211",0.917375141422209
"212",0.918573836051674
"213",0.917970199452214
"214",0.921729969599435
"215",0.922022475706045
"216",0.917559674461404
"217",0.91612606861427
"218",0.919421149330219
"219",0.918443096491673
"220",0.916091315226244
"221",0.91882403081521
"222",0.913758718064515
"223",0.91813353887502
"224",0.918571348690063
"225",0.918306448193953
"226",0.918854297034995
"227",0.917766183849481
"228",0.91569271633562
"229",0.92193883275158
"230",0.917030722902354
"231",0.918355043849683
"232",0.914710400221825
"233",0.916968293120973
"234",0.917024094530197
"235",0.91798477955535
"236",0.916047211605205
"237",0.918042099698672
"238",0.914289995754423
"239",0.916521035057355
"240",0.919614003281949
"241",0.920003199154707
"242",0.917506192058904
"243",0.916841333558415
"244",0.915529957985767
"245",0.915398166604621
"246",0.918783709135694
"247",0.917363089389495
"248",0.920291341040065
"249",0.916961429757046
"250",0.91984881761279
"251",0.917136149760354
"252",0.91830580962529
"253",0.914043836127225
"254",0.915441700024866
"255",0.91515588494851
"256",0.914065832057281
"257",0.914299610002536
"258",0.915993267633527
"259",0.916414695111147
"260",0.917226721567095
"261",0.917788060136241
"262",0.918177773017799
"263",0.917017163859971
"264",0.915752851403495
"265",0.916141571200537
"266",0.918256908707333
"267",0.918763578769782
"268",0.916934506008302
"269",0.923047173208802
"270",0.921062441012812
"271",0.91840947033766
"272",0.915969014408776
"273",0.916700983988393
"274",0.918937172428835
"275",0.915601620458987
"276",0.918348107109371
"277",0.921076632464707
"278",0.915920736657895
"279",0.918998018981034
"280",0.919438791891134
"281",0.915668435787944
"282",0.922375230002103
"283",0.917911467432798
"284",0.918548932734896
"285",0.916997969594407
"286",0.916995648505865
"287",0.918654363249817
"288",0.916509504117959
"289",0.915777455286205
"290",0.918134195266024
"291",0.917198669804012
"292",0.918061422801909
"293",0.918662127515181
"294",0.917949930178884
"295",0.917342867290024
"296",0.918588544887917
"297",0.917252482876787
"298",0.914506943100636
"299",0.918453194738822
"300",0.91544740244164
"301",0.921396846254557
"302",0.917382972579595
"303",0.912856833370889
"304",0.91800605422838
"305",0.915033668692475
"306",0.917274759597164
"307",0.919705007506407
"308",0.916007278498069
"309",0.916691083154372
"310",0.915604495422728
"311",0.919498823372681
"312",0.919938964368537
"313",0.917359601888442
"314",0.917300982207096
"315",0.919360411762399
"316",0.914528296831282
"317",0.91908933584395
"318",0.918949401630389
"319",0.920531262121202
"320",0.919666383641254
"321",0.919581077676632
"322",0.920738192480626
"323",0.921079559674247
"324",0.917514815797078
"325",0.924494641444679
"326",0.919828254358142
"327",0.919504470621327
"328",0.918928929376373
"329",0.917079965772399
"330",0.915844013346915
"331",0.918658558903746
"332",0.916169581507127
"333",0.920198563935577
"334",0.916304648798988
"335",0.915558118510714
"336",0.915302458826805
"337",0.915159178487984
"338",0.916917456378802
"339",0.911585775671754
"340",0.916756652578288
"341",0.921260104796353
"342",0.916520575840216
"343",0.919307714957654
"344",0.923068802167977
"345",0.915889633671075
"346",0.918421268907075
"347",0.918467716015775
"348",0.919377833267077
"349",0.917114152065087
"350",0.916028582260274
"351",0.918045406426552
"352",0.919544006732123
"353",0.918398447805456
"354",0.918034756697238
"355",0.917341471913107
"356",0.916739312194009
"357",0.919334080468665
"358",0.915891231301874
"359",0.91891068498626
"360",0.915357409302629
"361",0.918033408271779
"362",0.918259973636376
"363",0.916478828270157
"364",0.921629232382507
"365",0.915450741553794
"366",0.918146920008294
"367",0.915411823114893
"368",0.918938066992936
"369",0.915820077050444
"370",0.918924700697695
"371",0.918528800178154
"372",0.919777611331953
"373",0.923357742372146
"374",0.917987138875025
"375",0.919630592524136
"376",0.917189398856621
"377",0.918627554041034
"378",0.914861716080395
"379",0.917926935850901
"380",0.92043967394163
"381",0.921691255222309
"382",0.918472289685702
"383",0.917399172149537
"384",0.915020265254969
"385",0.917227607611658
"386",0.922660544996049
"387",0.914721667687769
"388",0.916874638084333
"389",0.918075299072496
"390",0.920606698889636
"391",0.918834437334929
"392",0.917458524181325
"393",0.916294644593833
"394",0.919424847969559
"395",0.919194153536136
"396",0.918339088964129
"397",0.91538346228719
"398",0.917198426766755
"399",0.915092507123619
"400",0.915597611780506
"401",0.916434088108562
"402",0.91949409344622
"403",0.916500018694309
"404",0.917702499590258
"405",0.915561487186575
"406",0.916787077455518
"407",0.918706428319097
"408",0.918554268290385
"409",0.917341745358209
"410",0.921549113544628
"411",0.91573668450603
"412",0.919249199664791
"413",0.920144391564597
"414",0.914962850566989
"415",0.920343661429408
"416",0.915518124734226
"417",0.915221306457972
"418",0.916515301297809
"419",0.917118617154858
"420",0.919953853055739
"421",0.922097637555057
"422",0.918832856835304
"423",0.919677085272172
"424",0.916854618959964
"425",0.919779449366562
"426",0.917915257984817
"427",0.920748951811967
"428",0.917755707019973
"429",0.917777217774604
"430",0.918582582867822
"431",0.912893952765284
"432",0.918033664924672
"433",0.916642502105015
"434",0.915575561129805
"435",0.917022114153183
"436",0.916533592693327
"437",0.917403807563665
"438",0.917884661337556
"439",0.919327054360493
"440",0.916037053985613
"441",0.920219458769461
"442",0.91803442549667
"443",0.919925270614891
"444",0.918978221793713
"445",0.916578009835124
"446",0.91742746908619
"447",0.915288415807201
"448",0.92005857933754
"449",0.918522559450985
"450",0.920681044691711
"451",0.915473266500554
"452",0.916883653465419
"453",0.919942771754971
"454",0.917414753226424
"455",0.917379508590543
"456",0.916899745623228
"457",0.915514948347237
"458",0.918624166914257
"459",0.917630519101944
"460",0.923292178612014
"461",0.91994622657435
"462",0.918299045813205
"463",0.916373070716524
"464",0.918494605092083
"465",0.918320946065999
"466",0.917577845323926
"467",0.915747138659925
"468",0.916531014456883
"469",0.917156429411588
"470",0.91939032803652
"471",0.917415167891625
"472",0.914450524337652
"473",0.918895586915658
"474",0.916198314745722
"475",0.916717775586011
"476",0.915008045680704
"477",0.917555789313688
"478",0.918525883056516
"479",0.916180574928252
"480",0.914036343787726
"481",0.918219654495343
"482",0.912866717307856
"483",0.922014323185531
"484",0.918211880634366
"485",0.917078075384309
"486",0.918082527459489
"487",0.919628409236562
"488",0.919725671983894
"489",0.91669953498417
"490",0.916742526914737
"491",0.916158782958987
"492",0.916897945628959
"493",0.919683172372301
"494",0.922768357589616
"495",0.919260555639031
"496",0.911734011266002
"497",0.920832592904764
"498",0.919619220755325
"499",0.92037587267992
"500",0.918431133440054
"501",0.919075210899442
"502",0.914518181955404
"503",0.916962132153485
"504",0.918669693238905
"505",0.915424488372432
"506",0.917457835034361
"507",0.919644748397013
"508",0.917582473636946
"509",0.919344458972723
"510",0.918090801257098
"511",0.919567660694085
"512",0.92054398514097
"513",0.915109578521036
"514",0.916727094683461
"515",0.917282509354538
"516",0.920219968924893
"517",0.916617667724917
"518",0.915481992708122
"519",0.923030751564117
"520",0.919655802980215
"521",0.919212982795646
"522",0.917311266290461
"523",0.914299641305151
"524",0.916945269013853
"525",0.917701621486129
"526",0.91718738866084
"527",0.917823953203605
"528",0.920322636526312
"529",0.916028062052994
"530",0.916462196023113
"531",0.920118006432694
"532",0.916971002992177
"533",0.917573966281921
"534",0.918363631015266
"535",0.914384517970063
"536",0.920344864298455
"537",0.913365683310524
"538",0.91722706123478
"539",0.917281011221474
"540",0.921030550381318
"541",0.917566766745031
"542",0.919264357596766
"543",0.914302397520588
"544",0.918360070209869
"545",0.917998930834294
"546",0.914261064279528
"547",0.920240430219896
"548",0.91820157470572
"549",0.914328033267129
"550",0.918123067219578
"551",0.918953289034983
"552",0.917445809988128
"553",0.919265621275452
"554",0.920329504758192
"555",0.917352401829221
"556",0.917583496448506
"557",0.919555997790726
"558",0.917577324991445
"559",0.917766116957815
"560",0.914491226781916
"561",0.917038994069531
"562",0.915207306619422
"563",0.919076187903939
"564",0.919448331653489
"565",0.919541154321444
"566",0.918132563245017
"567",0.919332059281263
"568",0.916819264622447
"569",0.918236088269701
"570",0.914181224614988
"571",0.918432047709488
"572",0.917846339172225
"573",0.9179742329234
"574",0.918362266164609
"575",0.91525650447861
"576",0.920539744622274
"577",0.917217192190479
"578",0.918750460206831
"579",0.916038516880635
"580",0.917588436169945
"581",0.918770691280781
"582",0.915238963573647
"583",0.917847453030808
"584",0.918701782407508
"585",0.916235627730624
"586",0.917488476688891
"587",0.916804334959241
"588",0.915370165050246
"589",0.917168537326711
"590",0.919122351629744
"591",0.917223452549209
"592",0.920976357135544
"593",0.916087819063012
"594",0.918148355377565
"595",0.920020746368218
"596",0.918745352193365
"597",0.918370512770368
"598",0.919388460307056
"599",0.921032408103624
"600",0.915961162039504
"601",0.920477573237241
"602",0.915388994812046
"603",0.918128861779938
"604",0.918007753087562
"605",0.916745019468102
"606",0.919803178145534
"607",0.91706494459759
"608",0.917204836633511
"609",0.918370578020591
"610",0.919418499717245
"611",0.917164739695349
"612",0.916183018311627
"613",0.922449348672516
"614",0.915564000485438
"615",0.917108394265241
"616",0.921239396426147
"617",0.91631112995638
"618",0.922033078184831
"619",0.91542739070419
"620",0.91798065257891
"621",0.917672519190308
"622",0.915698788106592
"623",0.917112131818358
"624",0.921633654477906
"625",0.919786643885311
"626",0.917154365838686
"627",0.914226312715956
"628",0.917442282292102
"629",0.91642191090078
"630",0.916053151848875
"631",0.916928311458096
"632",0.916348269505352
"633",0.917399509436032
"634",0.918689875292004
"635",0.919309916008652
"636",0.918555461992377
"637",0.919860963975015
"638",0.915113202897704
"639",0.914772625458425
"640",0.918416132491955
"641",0.915559260198386
"642",0.916720825758173
"643",0.917313039942577
"644",0.917758260490916
"645",0.916277479777815
"646",0.91747098688417
"647",0.914180876311352
"648",0.920436569853656
"649",0.917391128806803
"650",0.919559040083959
"651",0.917760226984418
"652",0.918726346740378
"653",0.916324012650869
"654",0.919434912585556
"655",0.916938210286455
"656",0.921636538303518
"657",0.917505132399717
"658",0.916810276385488
"659",0.920016725812008
"660",0.922288451931373
"661",0.916519809654191
"662",0.916870670797196
"663",0.92123805023919
"664",0.918416863955279
"665",0.918914728000972
"666",0.916415465086548
"667",0.915747005276482
"668",0.914067048862811
"669",0.917211397821246
"670",0.918129528491682
"671",0.915188226383913
"672",0.914301208198572
"673",0.915121654521624
"674",0.919051885286665
"675",0.922087313888041
"676",0.918031742800818
"677",0.920248519293482
"678",0.920235070103405
"679",0.916133329004111
"680",0.916889556670174
"681",0.918987882637688
"682",0.91760180100377
"683",0.915366053492561
"684",0.917644314480546
"685",0.919138645537486
"686",0.917890608846158
"687",0.917891910733169
"688",0.917265189095042
"689",0.914857878060542
"690",0.915384889861547
"691",0.916789387698478
"692",0.917543999907932
"693",0.917960072184162
"694",0.916599222485919
"695",0.917398179564391
"696",0.92075171593701
"697",0.916890174715524
"698",0.918591436462988
"699",0.91759514331308
"700",0.920308860795342
"701",0.918609712985192
"702",0.918270201112603
"703",0.917142335196212
"704",0.915751233041544
"705",0.91762450072694
"706",0.91678772329356
"707",0.918791689896988
"708",0.916763050511866
"709",0.917299220838561
"710",0.919606439384778
"711",0.920238567125118
"712",0.916346453595627
"713",0.91971059210205
"714",0.917890004329485
"715",0.917217920620478
"716",0.915807302085667
"717",0.918026648790311
"718",0.919800593946902
"719",0.918406210055062
"720",0.917004498420146
"721",0.914771356560145
"722",0.920236895341346
"723",0.916144542245988
"724",0.917285798912037
"725",0.921004827079374
"726",0.915450629898457
"727",0.916858433120511
"728",0.922352766714779
"729",0.920746357560993
"730",0.919190026694077
"731",0.913987287283513
"732",0.918004241190701
"733",0.915102995324129
"734",0.922499512578454
"735",0.912301064396219
"736",0.915231479724015
"737",0.918861337606109
"738",0.918270743992442
"739",0.919902741781979
"740",0.91715332304335
"741",0.916077967460758
"742",0.918944102409102
"743",0.916941175192533
"744",0.917365791059799
"745",0.9184094304575
"746",0.918815371433792
"747",0.917674912984642
"748",0.920161973344496
"749",0.918132822166841
"750",0.920238293699662
"751",0.918387213900006
"752",0.919290593336269
"753",0.917806165675582
"754",0.917899135922789
"755",0.917361462039988
"756",0.91773085883198
"757",0.918215377309568
"758",0.914821278536777
"759",0.915764369472535
"760",0.918919783363849
"761",0.919923955199699
"762",0.918379767733498
"763",0.915710582934613
"764",0.918911965115361
"765",0.914635047649598
"766",0.916868884210539
"767",0.919828241574701
"768",0.917627052205711
"769",0.918420407699719
"770",0.917984128144384
"771",0.918649724866693
"772",0.916812113645743
"773",0.920487756930936
"774",0.917107754021316
"775",0.919183457970537
"776",0.917353240578
"777",0.91565810117942
"778",0.918961353230361
"779",0.920039984555914
"780",0.920992775221578
"781",0.917951730001622
"782",0.92286443310906
"783",0.916168792253476
"784",0.914260349044745
"785",0.921476871661894
"786",0.920354691178287
"787",0.921015837084238
"788",0.916210553536906
"789",0.917927562858275
"790",0.918571699790968
"791",0.91792810479689
"792",0.918144554960176
"793",0.920624976087709
"794",0.916756134211438
"795",0.918940867215497
"796",0.920638348011016
"797",0.919436859387465
"798",0.918194196690448
"799",0.917638816639146
"800",0.913755716849244
"801",0.917272926390386
"802",0.919368678739599
"803",0.917449190226422
"804",0.918725442989597
"805",0.915216686094154
"806",0.915209060970099
"807",0.917185310066824
"808",0.916996292364452
"809",0.922781914850269
"810",0.919450516882382
"811",0.918745522413532
"812",0.914772786732198
"813",0.919406582195949
"814",0.917125971406561
"815",0.918718849376989
"816",0.918000353234588
"817",0.915805467473299
"818",0.918496646646359
"819",0.917393986554317
"820",0.917005987370417
"821",0.922346905595718
"822",0.918696703682335
"823",0.915016153410472
"824",0.921532727926577
"825",0.920313931555727
"826",0.914731577159644
"827",0.921081764514751
"828",0.919902983522215
"829",0.917981191103772
"830",0.919397466433459
"831",0.918650008251373
"832",0.915873863737586
"833",0.919298498618131
"834",0.916478156850372
"835",0.919543481007343
"836",0.915879556006343
"837",0.920420829314946
"838",0.918671389712851
"839",0.914510799237288
"840",0.91792409205346
"841",0.919877867462274
"842",0.918329185882223
"843",0.913180077180208
"844",0.920726304002521
"845",0.918557725198423
"846",0.916523039518166
"847",0.920295452080321
"848",0.921850482376741
"849",0.916637318421254
"850",0.916503056815778
"851",0.91870443045492
"852",0.915438446603392
"853",0.916570838292888
"854",0.917125407922633
"855",0.916609413136951
"856",0.913671944640383
"857",0.915096556663297
"858",0.917713899705421
"859",0.921608403020051
"860",0.919029207773264
"861",0.916403333471848
"862",0.915324575184757
"863",0.914218264375214
"864",0.920457784517874
"865",0.917670063324509
"866",0.917171487192932
"867",0.920393665065242
"868",0.915179100991649
"869",0.914931583845901
"870",0.919156035257806
"871",0.916350455328568
"872",0.916935254419069
"873",0.918596123122631
"874",0.918981515263159
"875",0.917486639639766
"876",0.918096617492642
"877",0.912382736010698
"878",0.918530447958062
"879",0.918088100194555
"880",0.914679041627333
"881",0.920781041509861
"882",0.918557675949399
"883",0.916133656472669
"884",0.915559399036057
"885",0.912915349393882
"886",0.911370355075866
"887",0.923860000318892
"888",0.917083227190608
"889",0.916563361880207
"890",0.920765423837811
"891",0.917034412719959
"892",0.916454215135924
"893",0.919726765726198
"894",0.922350475189314
"895",0.9177579862406
"896",0.915947443639293
"897",0.917290324562873
"898",0.918764879346866
"899",0.917308617168231
"900",0.91917984028672
"901",0.919314201553804
"902",0.916769183537118
"903",0.916016888379157
"904",0.916308536882949
"905",0.917646166516662
"906",0.912696629724781
"907",0.921788945093672
"908",0.917054246071882
"909",0.917697654796923
"910",0.91661524733475
"911",0.914549108827047
"912",0.918121515728386
"913",0.919719150906471
"914",0.9183970846579
"915",0.915501059958009
"916",0.920691484262417
"917",0.915554619281481
"918",0.91753969764638
"919",0.920555507695723
"920",0.915326646009869
"921",0.917964516629689
"922",0.917227654618049
"923",0.916530022288867
"924",0.920556567540144
"925",0.91741535978298
"926",0.91834024029854
"927",0.916474813612363
"928",0.917441722775289
"929",0.91818905773435
"930",0.915204462134992
"931",0.921641624663079
"932",0.920376463410719
"933",0.917086695896723
"934",0.917768687748684
"935",0.917387632071797
"936",0.9183191936551
"937",0.913639056366472
"938",0.916236791893752
"939",0.919348395596213
"940",0.922456901535247
"941",0.915767595537091
"942",0.916490951865632
"943",0.918561369143193
"944",0.917913626091414
"945",0.918179878222298
"946",0.912842774814278
"947",0.918155487116985
"948",0.916776612552678
"949",0.917947230850818
"950",0.912762905427717
"951",0.91576194894148
"952",0.916666976735933
"953",0.916445131128205
"954",0.920529125899364
"955",0.91624902571346
"956",0.917746483684282
"957",0.91896030123998
"958",0.915759312234024
"959",0.923673198858188
"960",0.919251214110822
"961",0.920128867347819
"962",0.9172403941267
"963",0.916890019257875
"964",0.91684872903873
"965",0.92092274057683
"966",0.916140455898101
"967",0.916549324681301
"968",0.917529296458442
"969",0.916011009637222
"970",0.917532108677726
"971",0.91360907733764
"972",0.918399616476751
"973",0.919295032314513
"974",0.916783202163019
"975",0.918763658807003
"976",0.912984291848753
"977",0.919310201048819
"978",0.918526052390123
"979",0.917768535078119
"980",0.917883482053173
"981",0.919087631947633
"982",0.922031594940133
"983",0.914937427936469
"984",0.918682579195408
"985",0.917163852550025
"986",0.920734161681002
"987",0.917322631798281
"988",0.91743298634651
"989",0.920228352031356
"990",0.917418934817642
"991",0.913359030374001
"992",0.918161025996837
"993",0.918751035696059
"994",0.916110117500523
"995",0.915858526137856
"996",0.918651966634243
"997",0.919036190103946
"998",0.917080285389433
"999",0.917584521714856
"1000",0.918585410799875
